ip,selfish,total_packet_size
0,0,0
1,0,0
2,0,670
3,0,0
4,0,623
5,1,0
6,0,0
7,0,0
8,0,360
9,0,0
10,1,419
11,1,612
12,0,258
13,1,0
14,0,446
15,0,0
16,0,160
17,1,0
18,0,0
19,0,513
20,0,103
21,0,0
22,0,0
23,0,0
24,0,0
25,0,169
26,0,378
27,0,155
28,0,163
29,0,182
