ip,selfish,total_packet_size
0,0,114
1,0,456
2,0,821
3,1,312
4,0,152
5,0,1184
6,0,549
7,0,829
8,0,0
9,0,1618
10,0,1054
11,0,332
12,0,257
13,0,905
14,0,468
15,0,466
16,0,0
17,0,1152
18,0,457
19,0,983
20,0,1158
21,0,503
22,0,0
23,0,161
24,0,1058
25,0,1365
26,0,0
27,0,2158
28,0,0
29,0,674
