ip,selfish,total_packet_size
0,0,1295
1,0,1190
2,0,938
3,0,3184
4,0,972
5,1,883
6,0,3240
7,0,3536
8,0,6948
9,0,767
10,1,679
11,1,698
12,0,1863
13,1,1211
14,0,3467
15,0,0
16,0,1692
17,1,2199
18,0,741
19,0,1860
