ip,selfish,total_packet_size
0,0,126
1,0,190
2,0,121
3,0,341
4,0,0
5,1,0
6,0,756
7,0,1207
8,0,2092
9,0,126
10,1,150
11,1,0
12,0,0
13,1,279
14,0,530
15,0,0
16,0,462
17,1,575
18,0,0
19,0,406
