ip,selfish,total_packet_size
0,0,0
1,0,288
2,0,0
3,0,360
4,0,0
5,1,0
6,0,226
7,0,956
8,0,836
9,0,0
10,1,0
11,1,0
12,0,0
13,1,0
14,0,458
15,0,0
16,0,819
17,1,533
18,0,0
19,0,0
