ip,selfish,total_packet_size
0,0,1100
1,0,1068
2,0,1852
3,0,1808
4,0,480
5,1,421
6,0,2727
7,0,2712
8,0,4041
9,1,883
10,1,1213
11,1,464
12,0,1209
13,1,1416
14,0,2094
15,0,0
16,0,1005
17,1,965
18,0,1086
19,0,999
