ip,selfish,total_packet_size
0,0,487
1,0,318
2,0,193
3,0,359
4,0,1381
5,1,144
6,0,123
7,0,548
8,0,619
9,0,735
10,1,397
11,1,1769
12,0,534
13,1,1381
14,0,428
15,0,0
16,0,886
17,1,0
18,0,406
19,0,716
20,0,422
21,0,339
22,0,1181
23,0,166
24,0,464
25,0,315
26,0,973
27,0,468
28,0,344
29,0,141
