ip,selfish,total_packet_size
0,0,1572
1,0,1585
2,0,993
3,0,3718
4,0,731
5,1,757
6,0,2863
7,0,3198
8,0,4669
9,1,575
10,1,794
11,1,722
12,0,1636
13,1,1568
14,0,3024
15,0,0
16,0,1166
17,1,2535
18,0,0
19,0,1726
